name,period,latency_minutes,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
selected_1m,fit28,1,560,61,10.892857142857142,2,18.0327868852459,1.0500486230418855,-0.14427129950468753,7.278291847698845,1.6012242064937459,0.07109786685616998,0.7744589068261372,0.9655351558524529,-1.0246844388458243,-0.37068882642270096,-0.45680620128237936,-0.6534370090292715,-0.021977850396325074,9.836065573770492,0.0
selected_1m,validation28,1,560,103,18.392857142857142,2,19.41747572815534,0.9450520719573171,-0.15100107953838646,6.258578248886441,1.508091144309986,0.06182477512097343,1.1371342566893325,0.5338474378446626,-1.5475885858207583,-0.3969305769072424,-0.5478444827401453,-0.8164701043263641,-0.012571733840527694,10.679611650485436,0.0
selected_1m,development56,1,1120,164,14.642857142857142,2,18.902439024390244,0.9823089126647444,-0.14847108704451467,6.616162999939699,1.542113180437073,0.06527391290052822,0.9557965817577349,0.6944142110060968,-2.003249022554976,-0.39535523507640696,-0.527583020121981,-0.8164701043263641,0.0011569702472807144,10.365853658536585,0.0
selected_1m,stress27,1,540,88,16.296296296296298,2,17.045454545454547,0.41234931942709674,-0.10327979580517795,3.9925458431863357,0.8203861321615759,-0.015388469345131113,-0.2507750559947292,-0.205023341443185,-1.3836549392118203,-0.28285581890198336,-0.3858521915694507,-0.6114699177127833,-0.0581605864358984,5.681818181818182,0.0
selected_1m,all83,1,1660,252,15.180722891566266,2,18.253968253968253,0.7964525235655117,-0.13245669743057498,6.012927537944687,1.3426925570167747,0.037106096878234504,0.5632973742960901,0.38032490697618887,-2.2693187116507807,-0.3772440330855821,-0.503037929223198,-0.8164701043263641,-0.022211771764669,8.73015873015873,0.0
selected_1m,fit28,2,560,61,10.892857142857142,2,19.672131147540984,0.8919352278922729,-0.18124952507735967,4.921034841396596,1.2051513897297783,0.029868786982240117,0.3253564296279727,0.6626089582622897,-1.2469882111015185,-0.48428769239823066,-0.638189127302461,-0.9250945683720949,-0.06471957304817233,6.557377049180328,0.0
selected_1m,validation28,2,560,103,18.392857142857142,2,32.03883495145631,0.4522591276937066,-0.18291280532782508,2.472539453337595,1.1656257422877234,0.02058888195091807,0.3786883644543859,0.17367606777669872,-2.2081023521281273,-0.4210221921137697,-0.8077325435078837,-1.38621251360582,-0.02255766392724234,10.679611650485436,0.0
selected_1m,development56,2,1120,164,14.642857142857142,2,27.4390243902439,0.5695060877466576,-0.18222792522469228,3.1252404758734986,1.1818136253303144,0.02404055394427566,0.3520223970411793,0.35553525265243685,-2.217766508999508,-0.44678814230477476,-0.775312083860363,-1.38621251360582,-0.03508783437853701,9.146341463414634,0.0
selected_1m,stress27,2,540,88,16.296296296296298,2,26.136363636363637,0.30717788417395453,-0.12509265942732026,2.455602795401653,0.8689056045267387,-0.012112858258805223,-0.19739472718052956,-0.16455336980681584,-1.4777163262224557,-0.37995383283803963,-0.4397111103141916,-0.4961251640966371,-0.05430747180833885,5.681818181818182,0.0
selected_1m,all83,2,1660,252,15.180722891566266,2,26.984126984126984,0.4807774306558904,-0.1620442715462728,2.966951105819259,1.0964819304114652,0.01141555285748551,0.17329634458351498,0.17391700353968192,-2.2919006944565723,-0.42355002491715693,-0.6766561303212931,-1.38621251360582,-0.04180312938413041,7.936507936507936,0.0
selected_5m,fit28,1,560,26,4.642857142857143,2,23.076923076923077,1.7301628270293352,-0.24188759139013613,7.152755612993752,2.1458266838981253,0.213200966706665,0.9898616311380876,2.381160756038464,-0.8752531982465284,-0.6696652417176543,-0.8180698196601385,-0.8752531982465271,-0.086616438263326,11.538461538461538,0.0
selected_5m,validation28,1,560,37,6.607142857142857,2,21.62162162162162,0.8928233910599078,-0.3032059286546745,2.9446105985505215,0.812306372013937,-0.044604994662332316,-0.29471157187612423,-0.3075399229189225,-2.125671239036009,-1.0179334443399846,-1.6240799457832695,-1.7702891446824898,-0.1074594450006664,13.513513513513514,0.0
selected_5m,development56,1,1120,63,5.625,2,22.22222222222222,1.2516831493325193,-0.27817803589363843,4.4995757674092625,1.2855930764026464,0.06179111637884112,0.3475750296309813,0.8020825795079356,-2.9823194317786683,-0.8638165225292495,-1.2565905521292586,-1.7702891446824898,-0.06154509288853944,12.698412698412698,0.0
selected_5m,stress27,1,540,40,7.407407407407407,2,12.5,0.2021865255559125,-0.1412994061284014,1.4309085303032472,0.20441550432903535,-0.09836366466786214,-0.7286197382804603,-0.35577211589999036,-0.9948645759977115,-0.4745031055087616,-0.6840839024229204,-0.7262716926305594,-0.11413838977678038,5.0,0.0
selected_5m,all83,1,1660,103,6.204819277108434,2,18.446601941747574,0.9754998272860438,-0.22114527349145632,4.411126730790071,0.9977548557739447,-0.00040491509560675666,-0.0025124249908130085,0.3524302706116536,-3.4341239277811297,-0.7193962988379339,-1.0855867237035572,-1.7702891446824898,-0.1003765214688067,9.70873786407767,0.0
selected_5m,fit28,2,560,26,4.642857142857143,2,11.538461538461538,1.0808055120355597,-0.2695129616302772,4.010217191402573,0.5230718075742486,-0.11370698389960371,-0.5279252823910172,-0.9015722082692369,-2.06831110749911,-0.845051051628298,-0.9928773535830956,-1.0586135479324708,-0.21240135353153253,7.6923076923076925,0.0
selected_5m,validation28,2,560,37,6.607142857142857,2,29.72972972972973,0.6478053711316462,-0.345310412477313,1.8760087959241807,0.7936960290448457,-0.05005977410708189,-0.3307520789217911,-0.3546053355945852,-2.0208824372917933,-1.1059076569373076,-1.6734077416820252,-2.020882437291797,-0.11383640924690985,10.81081081081081,0.0
selected_5m,development56,2,1120,63,5.625,2,22.22222222222222,0.7405911156110562,-0.3097320171817656,2.3910705853067875,0.683163024373368,-0.07632687656113853,-0.42933868065640424,-0.5803376957460288,-3.0974765086362654,-1.038525294611586,-1.3640825852375231,-2.020882437291797,-0.11552008839113462,9.523809523809524,0.0
selected_5m,stress27,2,540,40,7.407407407407407,2,15.0,0.14607187326331328,-0.14591718573453108,1.0010601049355736,0.17665766557686594,-0.10211882688485442,-0.7564357547026254,-0.4248725320750125,-1.051069647081182,-0.38451951515033933,-0.5638349843470238,-0.6843820622012706,-0.11348112578766859,0.0,0.0
selected_5m,all83,2,1660,103,6.204819277108434,2,19.41747572815534,0.5622353429067333,-0.24262714646844064,2.3172812733049444,0.5583810297120348,-0.08634316794898937,-0.5357437529365003,-0.5199628749029157,-3.300857922498157,-0.6758219288623466,-1.1779755937308471,-2.020882437291797,-0.13359304600565586,5.825242718446602,0.0
selected_15m,fit28,1,560,35,6.25,2,11.428571428571429,1.7662282731084833,-0.2158103243736077,8.184169493442838,1.0560218701216564,0.010708372481488468,0.06692732800930293,0.2598730644857142,-1.6815811345268328,-0.43241661565075484,-0.5461501819377552,-0.6507317365521161,-0.06578078119250035,5.714285714285714,0.0
selected_15m,validation28,1,560,59,10.535714285714286,2,25.423728813559322,1.4845016019769008,-0.29323640311252647,5.062473779584722,1.725843333949337,0.15873088631698895,1.6723432665539908,1.043039788067804,-2.5222653954527052,-0.7922131812361066,-1.1861291932671667,-1.4648831624642085,0.0856264262377085,23.728813559322035,0.0
selected_15m,development56,1,1120,94,8.392857142857142,2,20.21276595744681,1.5438124801098656,-0.26123362390043997,5.90970050891395,1.4971241289248673,0.10361612052717495,0.8696352972816469,0.7514351569468131,-2.7664218018493836,-0.6361702398199028,-0.9977915843917214,-1.4648831624642085,0.057431459770313865,17.02127659574468,0.0
selected_15m,stress27,1,540,53,9.814814814814815,2,20.754716981132077,0.8293464076481349,-0.2692867610567353,3.079789011511792,0.8066114077768979,-0.0412685562311962,-0.4050432370839627,-0.47540039390566685,-2.1117914128141235,-0.6970901079138087,-0.9532984167986168,-1.1848487343074643,-0.09876931582359781,18.867924528301888,0.0
selected_15m,all83,1,1660,147,8.855421686746988,2,20.408163265306122,1.2818415868738975,-0.26412449364885365,4.853171961317874,1.2444030670045831,0.051378788090483324,0.4549808342952439,0.30910669303401417,-3.3549894284604864,-0.648443263888929,-0.9811066465443071,-1.4648831624642085,0.000407536771586459,17.687074829931973,0.0
selected_15m,fit28,2,560,35,6.25,2,17.142857142857142,1.1628845561215069,-0.19825733005152268,5.865531205425286,1.213558180432818,0.0350812790067109,0.21925799379194316,0.38876901848571493,-1.5929718845282936,-0.490625897798091,-0.5852723107193742,-0.5927544133357645,-0.03689910225607128,5.714285714285714,0.0
selected_15m,validation28,2,560,59,10.535714285714286,2,33.898305084745765,1.1397199611795101,-0.40160509576454545,2.837912101214247,1.4553395390842294,0.120877974385982,1.273535801566596,0.7205889538644138,-3.9857426944858165,-1.220892634254274,-1.6732656171914804,-1.9155461293743299,0.0510516927809708,25.423728813559322,0.0
selected_15m,development56,2,1120,94,8.392857142857142,2,27.659574468085108,1.1450656369353558,-0.3148832545045799,3.636476759416564,1.390417584482804,0.08893239631923208,0.7463968976792693,0.5970389779255365,-4.237902293365858,-0.9916947206802431,-1.4731090116374501,-1.9155461293743299,0.04504132200571171,18.085106382978726,0.0
selected_15m,stress27,2,540,53,9.814814814814815,2,20.754716981132077,0.9445131001287809,-0.2748504118613104,3.4364623786897672,0.9000258610854152,-0.021774965976574478,-0.21371725865897173,-0.34483483777358487,-1.8041035983711429,-0.6596813935404376,-0.8071256670871574,-1.0789477479333496,-0.07965084287196239,20.754716981132077,0.0
selected_15m,all83,2,1660,147,8.855421686746988,2,25.170068027210885,1.0854419097766441,-0.29959798731351334,3.6229946653172505,1.218643660152166,0.04901749698809098,0.434070605858396,0.2574518198843567,-4.237902293365858,-0.6714997510551274,-1.2538009481979324,-1.9155461293743299,-0.00025665811149037216,19.047619047619047,0.0
