period,cost_bps,configurations,min_payoff,median_payoff,max_payoff,min_mean_trade_pct,median_mean_trade_pct,min_trades,max_trades
all83,2,28,7.082638118648058,15.488333557097988,27.904855950976334,-0.04087584132509792,0.07578974479648115,69,378
all83,5,28,5.527433842950164,11.960025684802996,20.25408073904566,-0.07087584132509792,0.045789744796481124,69,378
development56,2,28,7.617051861983545,16.8141880454949,29.927027097436813,-0.04434152155968707,0.1026805445451699,44,239
development56,5,28,6.103372270061083,13.333194902588492,22.17322355057372,-0.07434152155968708,0.0726805445451699,44,239
stress27,2,28,2.7849394066967816,11.898042085878904,20.950320597403266,-0.05448070161279858,0.026262728481724378,25,139
stress27,5,28,1.910258810117165,8.571129417218591,14.53212626789918,-0.08448070161279858,-0.003737271518275632,25,139
