name,period,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
selected_1m,fit28,560,62,11.071428571428571,0,8.064516129032258,3.302035458976947,-0.077730936887964,42.48032496683107,3.7928861577527737,0.19608459401868947,2.1709365766354907,2.0493436927258077,-0.7575065523381386,-0.20057969720885382,-0.2785760123209109,-0.4360052630221093,0.0689714327521173,8.064516129032258,0.0
selected_1m,fit28,560,62,11.071428571428571,2,6.451612903225806,4.107113549247732,-0.09502085116952033,43.22328729639041,2.980916365268304,0.17608459401868948,1.9495080052069191,2.0493436927258077,-0.8370278035425116,-0.22057969720885384,-0.29857601232091086,-0.45600526302210925,0.048971432752117294,8.064516129032258,0.0
selected_1m,fit28,560,62,11.071428571428571,5,6.451612903225806,4.0771135492477315,-0.12502085116952033,32.61146849591854,2.2490667928219676,0.1460845940186895,1.6173651480640623,2.0493436927258077,-0.9562200636503038,-0.2505796972088538,-0.32857601232091094,-0.4860052630221092,0.018971432752117285,8.064516129032258,0.0
selected_1m,fit28,560,62,11.071428571428571,10,6.451612903225806,4.027113549247732,-0.17502085116952032,23.009335872485167,1.5868507498265634,0.09608459401868949,1.0637937194926337,2.0493436927258077,-1.15463501226154,-0.30057969720885386,-0.37857601232091087,-0.5360052630221093,-0.031028567247882728,8.064516129032258,0.0
selected_1m,fit28,560,62,11.071428571428571,20,6.451612903225806,3.9271135492477316,-0.2750208511695203,14.279330212773921,0.9847813939844083,-0.003915405981310535,-0.043349137650223774,2.0493436927258077,-1.550570418053543,-0.4005796972088539,-0.47857601232091085,-0.6360052630221092,-0.13102856724788273,8.064516129032258,0.0
selected_1m,validation28,560,103,18.392857142857142,0,13.592233009708737,1.3550290684538902,-0.12342695266185398,10.978388749223912,1.7465618464674408,0.07872655460302247,1.448006272162735,0.5389066660388324,-1.4583722165863011,-0.3642086764698513,-0.45594162546596917,-0.5887414519270012,-0.0035011285999315585,11.650485436893204,0.0
selected_1m,validation28,560,103,18.392857142857142,2,12.62135922330097,1.4388327196346893,-0.14062211367932945,10.231909349021459,1.477942461525322,0.058726554603022466,1.0801491293055916,0.5389066660388324,-1.5768527196855286,-0.38420867646985124,-0.47594162546596924,-0.6087414519270011,-0.023501128599931555,11.650485436893204,0.0
selected_1m,validation28,560,103,18.392857142857142,5,12.62135922330097,1.4088327196346895,-0.17062211367932947,8.257034737492921,1.192682795415644,0.028726554603022453,0.5283634150198773,0.5389066660388324,-1.7543508754484405,-0.41420867646985127,-0.5059416254659692,-0.6387414519270012,-0.053501128599931565,11.650485436893204,0.0
selected_1m,validation28,560,103,18.392857142857142,10,11.650485436893204,1.473901391959154,-0.21843935801536848,6.74741679040943,0.8897692470869577,-0.021273445396977543,-0.3912794421229798,0.5389066660388324,-2.0495883311555496,-0.4642086764698512,-0.5559416254659693,-0.6887414519270012,-0.10350112859993157,11.650485436893204,0.0
selected_1m,validation28,560,103,18.392857142857142,20,11.650485436893204,1.3739013919591538,-0.31843935801536855,4.314483613212304,0.5689428940499742,-0.12127344539697757,-2.2305651564086943,0.5389066660388324,-2.6378455735406092,-0.5642086764698513,-0.6559416254659691,-0.7887414519270011,-0.20350112859993155,11.650485436893204,0.0
