name,period,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct,trading_dates,symbols_traded,max_win_pct,p90_win_pct,top1_winners_share_pct,top5_winners_share_pct,mean_without_best3_pct,mean_hold_minutes,mtm_mdd_pct
ablation_entry_after1045,fit28,560,36,6.428571428571429,2,8.333333333333334,5.168837378962097,-0.08639329133898355,59.82915222758441,5.43901383887131,0.3515425978527731,2.2599167004821124,3.354603955027789,-0.382767982666532,-0.19621493756630223,-0.2330064256493649,-0.25146160366708287,0.13501560261200685,8.333333333333332,0.0,17,10,7.929987431279593,7.501979362806613,51.139723499883935,100.0,-0.08639329133898355,27.833333333333332,-2.390975813196694
ablation_entry_after1045,validation28,560,66,11.785714285714286,2,13.636363636363637,0.8581148396997812,-0.10025196205578817,8.559581499484846,1.3515128683397126,0.030434420001789482,0.35869137859251893,0.010197169984836609,-1.010639376648459,-0.27258319916076457,-0.306240777758043,-0.3473455884066012,-0.0029826340810690938,12.121212121212121,0.0,26,10,2.2025429353875974,2.068689648734305,28.51914236869088,90.88855638558306,-0.06425279503067265,44.04545454545455,-1.8674717386763628
ablation_entry_after1045,development56,1120,102,9.107142857142858,2,11.764705882352942,1.9357954745153598,-0.09517044945962648,20.340299804264024,2.71203997390187,0.1437667180668425,1.3093040395373154,1.1905760352941137,-1.0414199807386004,-0.25143284553832734,-0.2887787414935466,-0.3473455884066012,0.009442707226236559,10.784313725490197,0.0,43,10,7.929987431279593,5.431206673561982,34.13750546686292,85.13525226709862,-0.012709820330948904,38.3235294117647,-2.81979923464154
ablation_entry_after1045,stress27,540,59,10.925925925925926,2,5.084745762711864,1.4592813545252619,-0.09587322944803826,15.22094710824536,0.8154078807988586,-0.016797572635836533,-0.1835290343545103,-0.21725338130509392,-0.9477755427007684,-0.23534578984960794,-0.26461056669960187,-0.2856913892325098,-0.08164200267129725,6.779661016949152,0.0,24,10,3.7441793694208836,3.071859060222516,85.52564493041056,100.0,-0.09587322944803825,24.864406779661017,-1.4268301075000767
ablation_entry_after1045,all83,1660,161,9.698795180722891,2,9.316770186335404,1.8404926505173402,-0.09544000890723646,19.284288335578626,1.9812625002306807,0.08492638793356261,0.8236836420062398,0.6746633919440936,-1.8886389964218986,-0.25088644109197233,-0.2810975890397281,-0.3473455884066012,-0.0002942519678660442,9.316770186335404,0.0,67,10,7.929987431279593,4.971640001117167,28.7241477765951,78.60896427549297,-0.023993452103237882,33.391304347826086,-2.81979923464154
ablation_soft_loss_always_active,fit28,560,62,11.071428571428571,2,3.225806451612903,3.4425993815487903,-0.09713733364975616,35.4405381762034,1.1813512725401134,0.017047721679229216,0.1887426328771806,0.6421549929032254,-0.8370278035425116,-0.22057969720885384,-0.29857601232091086,-0.45600526302210925,-0.0775899728656144,3.225806451612903,0.0,22,10,5.78994708891469,5.32047754744151,84.09266439695129,100.0,-0.0984447460844978,19.338709677419356,-2.8489560653485957
ablation_soft_loss_always_active,validation28,560,103,18.392857142857142,2,8.737864077669903,1.6407066595251583,-0.13019839818072676,12.601588671219394,1.2065350855422825,0.02454087870619521,0.4513768762032333,0.24018550029125896,-1.853279449557843,-0.3752265138945107,-0.43729498129922856,-0.5234831281584792,-0.04946208396603318,7.766990291262135,0.0,27,10,5.488154660236478,2.7258119937040814,37.16660493259533,85.30188900376389,-0.06814499025161257,41.398058252427184,-3.8921299728381875
ablation_soft_loss_always_active,development56,1120,165,14.732142857142858,2,6.666666666666667,1.9683235180749097,-0.11731746394788108,16.777753727691795,1.198410980549414,0.021725268186971635,0.32005975454020713,0.3912285823636342,-2.296990436316715,-0.34624247713873035,-0.4208479550922412,-0.5234831281584792,-0.04719897238221379,6.0606060606060606,0.0,49,10,5.78994708891469,5.488154660236478,26.74147930619502,77.46550328504745,-0.060053449539332275,33.10909090909091,-3.8921299728382097
ablation_soft_loss_always_active,stress27,540,89,16.48148148148148,2,6.741573033707865,1.3971761509801977,-0.08393789315319644,16.645356447417477,1.203278779331384,0.01591249184456046,0.2622614396603483,-0.06346310526966432,-0.9116552488847907,-0.1773319518962947,-0.22319854211221976,-0.2856913892325098,-0.02645417721880684,5.617977528089887,0.0,24,10,3.7441793694208836,2.9520725493325317,44.663652071765505,98.34093366227708,-0.07408350127818426,30.0561797752809,-1.6810581932710567
ablation_soft_loss_always_active,all83,1660,254,15.301204819277109,2,6.692913385826771,1.7667420943944232,-0.10562757206619827,16.726145075901027,1.1997656805498627,0.019688507972504724,0.30125789307326506,0.23190747921653357,-2.4226534026315694,-0.28519257266439296,-0.3857493988944991,-0.5234831281584792,-0.0399258967870751,5.905511811023622,0.0,73,10,5.78994708891469,4.441769485747122,19.27758012660446,63.98441527540849,-0.0399258967870751,32.039370078740156,-4.276013110370314
ablation_safety_08,fit28,560,62,11.071428571428571,2,6.451612903225806,4.107113549247732,-0.09502085116952033,43.22328729639041,2.980916365268304,0.17608459401868948,1.9495080052069191,2.0493436927258077,-0.8370278035425116,-0.22057969720885384,-0.29857601232091086,-0.45600526302210925,0.048971432752117294,8.064516129032258,0.0,22,10,7.929987431279593,7.287975328570123,48.26983315771771,100.0,-0.0748467405703269,30.887096774193548,-2.8489560653485957
ablation_safety_08,validation28,560,103,18.392857142857142,2,12.62135922330097,1.4388327196346893,-0.14062211367932945,10.231909349021459,1.477942461525322,0.058726554603022466,1.0801491293055916,0.5389066660388324,-1.5768527196855286,-0.38420867646985124,-0.47594162546596924,-0.6087414519270011,-0.023501128599931555,11.650485436893204,0.0,27,10,5.488154660236478,2.7544808273885355,29.340849518789014,74.40238555741381,-0.044088403156640685,48.33009708737864,-4.362202934224435
ablation_safety_08,development56,1120,165,14.732142857142858,2,10.303030303030303,2.0666635030730522,-0.12275134864170154,16.836177573131426,1.9338852617786095,0.10282472698951552,1.5148285672562556,1.106464821521211,-1.607457260523748,-0.3578778029661919,-0.44989193992784127,-0.6087414519270011,0.019915002656906617,10.303030303030303,0.0,49,10,7.929987431279593,5.608871631707762,22.571156272183458,68.81683198409773,-0.0138395631306216,41.775757575757574,-4.362202934224446
ablation_safety_08,stress27,540,89,16.48148148148148,2,10.112359550561798,1.0268772759338798,-0.08630640810664308,11.898042085878904,1.3385297346613767,0.026262728481724378,0.4328486731247166,-0.025923931617978853,-0.9116552488847907,-0.1799157728403339,-0.2303568686430293,-0.2856913892325098,-0.015986324256220614,10.112359550561797,0.0,24,10,3.7441793694208836,2.476808457279521,40.51311093210336,92.22459562814727,-0.06337220987460768,40.95505617977528,-1.6810581932710567
