trading_date,owner,owner_name,lead_code,lead_name,option_type,strike,expiry,dte,volume,turnover,owner_turnover,owner_volume,n_contracts,oi_increment,iv,change_ratio,day_chg_pct,open_chg_pct,ret_1d,ret_2d,alert_reason
2026-08-24,HK.03690,美团-W,HK.MET260828C82500,MET 260828 82.50 C,CALL,82.5,2026-08-28,4.0,1851,1690045.0,5470930.0,5169.0,7,1077.0,50.967,-51.515,-2.705882352941169,-2.4705882352941133,-6.650544135429259,-5.622732769044747,contract+owner_sum
2026-08-24,HK.00981,SMIC,HK.SMC260828C70000,SMC 260828 70.00 C,CALL,70.0,2026-08-28,4.0,557,1311825.0,4376400.0,1595.0,6,17.0,72.974,-80.397,-7.931034482758625,-0.06896551724137057,1.6479400749063622,4.419475655430727,contract+owner_sum
2026-08-24,HK.01810,小米集团-W,HK.MIU260828C28000,MIU 260828 28.00 C,CALL,28.0,2026-08-28,4.0,3026,1816770.0,2937370.0,10328.0,4,417.0,57.278,-60.144,-4.135079255685737,-1.447277739490005,-0.21567217828899476,2.300503235082685,contract+owner_sum
2026-08-24,HK.00386,SINOPEC CORP,HK.CPC260828C4300,CPC 260828 4.30 C,CALL,4.3,2026-08-28,4.0,2235,1389460.0,2684380.0,5773.0,2,,,107.142,5.90238365493756,0.9080590238365494,0.7502679528403,0.9646302250803762,contract+owner_sum
2026-08-24,HK.00027,GALAXY ENT,HK.GLX260828C30000,GLX 260828 30.00 C,CALL,30.0,2026-08-28,4.0,304,1486540.0,2098640.0,461.0,2,,125.575,0.0,-0.34188034188035177,-0.6267806267806209,-0.6861063464836947,-0.6861063464836947,contract+owner_sum
2026-08-24,HK.09992,泡泡玛特,HK.POP260828C155000,POP 260828 155.00 C,CALL,155.0,2026-08-28,4.0,1590,693480.0,1748468.0,2979.0,3,39.0,40.751,144.444,4.026845637583887,0.0,0.1290322580645098,-0.4516129032257954,contract+owner_sum
2026-08-24,HK.02899,ZIJIN MINING,HK.ZJM260828C38000,ZJM 260828 38.00 C,CALL,38.0,2026-08-28,4.0,256,608460.0,1190180.0,995.0,3,,68.786,-10.714,-0.3112033195020847,3.4232365145228316,-3.6420395421435936,-0.9365244536940653,contract+owner_sum
2026-08-24,HK.00992,联想集团,HK.LEN260828C22000,LEN 260828 22.00 C,CALL,22.0,2026-08-28,4.0,70,1030000.0,1030000.0,70.0,1,,,-5.769,-0.4701141705842904,3.0893216924110067,3.9136302294197067,3.1039136302294157,contract+owner_sum
2026-08-25,HK.09988,阿里巴巴-W,HK.ALB260828C112500,ALB 260828 112.50 C,CALL,112.5,2026-08-28,3.0,2229,2645435.0,5860380.0,9508.0,6,32.0,50.701,4.237,1.5111111111111075,2.0444444444444487,2.1015761821365997,1.138353765323985,contract+owner_sum
2026-08-25,HK.03690,美团-W,HK.MET260904C77000,MET 260904 77.00 C,CALL,77.0,2026-09-04,10.0,478,1000095.0,5459150.0,6764.0,9,447.0,66.019,-50.073,-6.650544135429259,0.2418379685610761,1.1010362694300335,0.38860103626943143,contract+owner_sum
2026-08-25,HK.00700,腾讯控股,HK.TCH260828C450000,TCH 260828 450.00 C,CALL,450.0,2026-08-28,3.0,4210,1065500.0,3174556.0,7753.0,5,850.0,40.614,-18.387,0.454545454545463,0.0,0.7692307692307665,1.312217194570131,contract+owner_sum
2026-08-25,HK.00386,SINOPEC CORP,HK.CPC260828C4300,CPC 260828 4.30 C,CALL,4.3,2026-08-28,3.0,2260,1810000.0,2514300.0,3417.0,2,,63.364,8.108,0.7502679528403,0.1071811361200492,0.21276595744681437,-0.42553191489362874,contract+owner_sum
2026-08-25,HK.09999,NTES,HK.NTE260828C197500,NTE 260828 197.50 C,CALL,197.5,2026-08-28,3.0,515,714455.0,2229455.0,1991.0,4,143.0,51.589,65.714,2.1117992715219636,-0.051507299305419973,-1.7654722456665772,-2.9256397213903274,contract+owner_sum
2026-08-25,HK.09926,AKESO,HK.AKS260828C90000,AKS 260828 90.00 C,CALL,90.0,2026-08-28,3.0,662,1673800.0,2196970.0,1123.0,3,530.0,95.608,-6.666,0.622524052065665,0.0,5.961754780652417,13.835770528683899,contract+owner_sum
2026-08-25,HK.09992,泡泡玛特,HK.POP260828C157500,POP 260828 157.50 C,CALL,157.5,2026-08-28,3.0,1641,614588.0,1929308.0,2780.0,5,417.0,36.491,-31.343,0.1290322580645098,0.5161290322580614,-0.5798969072164817,-0.773195876288657,contract+owner_sum
2026-08-25,HK.00981,SMIC,HK.SMC260828C67500,SMC 260828 67.50 C,CALL,67.5,2026-08-28,3.0,218,784800.0,1725250.0,763.0,4,,70.703,18.881,1.6479400749063622,0.0,2.726602800294775,5.084745762711873,contract+owner_sum
2026-08-25,HK.00992,联想集团,HK.LEN260828C19500,LEN 260828 19.50 C,CALL,19.5,2026-08-28,3.0,35,723300.0,1552180.0,102.0,3,,,1.576,3.9136302294197067,-1.9568151147098534,-0.7792207792207906,-0.25974025974027093,contract+owner_sum
2026-08-25,YOF,,HK.YOF260828C140000,YOF 260828 140.00 C,CALL,140.0,2026-08-28,3.0,37,405880.0,1477930.0,355.0,4,,181.904,206.372,,,,,contract+owner_sum
2026-08-25,HK.01211,BYD COMPANY,HK.BYD260828C95000,BYD 260828 95.00 C,CALL,95.0,2026-08-28,3.0,2796,407280.0,1264720.0,3937.0,4,,49.671,16.091,0.8620689655172376,-0.3232758620689613,-1.0683760683760646,-2.5106837606837518,contract+owner_sum
